,Location,Total sqft,price,area_type,availability,bhk,type,housing_type
2344,Virar,396,39.18,Super built-up  Area,Ready To Move,1,BHK,Apartment
2345,Virar,393,38.89,Super built-up  Area,Ready To Move,1,BHK,Apartment
2346,Thane West,850,62.0,Plot  Area,Ready To Move,2,BHK,Apartment
2347,Virar,360,35.63,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2348,Virar,359,35.52,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2349,Virar,709,71.71,Built-up  Area,Ready To Move,3,BHK,Apartment
2350,Virar,394,38.97,Super built-up  Area,Ready To Move,1,BHK,Apartment
2351,Thane West,640,60.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2352,Virar,370,36.62,Super built-up  Area,Ready To Move,1,BHK,Apartment
2353,Virar,685,69.29,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2354,Virar,788,73.7,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2355,Thane West,850,63.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2356,Virar,483,48.79,Built-up  Area,Ready To Move,2,BHK,Apartment
2357,Virar,352,34.83,Super built-up  Area,Ready To Move,1,BHK,Apartment
2358,Virar,497,50.21,Super built-up  Area,Ready To Move,2,BHK,Apartment
2359,Virar,382,37.8,Super built-up  Area,Ready To Move,1,BHK,Apartment
2360,Virar,499,50.4,Super built-up  Area,Ready To Move,2,BHK,Apartment
2361,Virar,380,37.58,Plot  Area,Not Ready Yet,1,BHK,Apartment
2362,Virar,398,39.37,Plot  Area,Ready To Move,1,BHK,Apartment
2363,Virar,381,37.69,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2364,Lower Parel,1470,746.0,Built-up  Area,Ready To Move,3,BHK,Apartment
2365,Lower Parel,737,373.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2366,Lower Parel,1474,746.0,Carpet  Area,Not Ready Yet,3,BHK,Apartment
2367,Lower Parel,735,373.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2368,Lower Parel,676,319.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2369,Kurla,539,118.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2370,Lower Parel,1352,640.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2371,Kurla,444,99.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2372,Lower Parel,1385,640.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2373,Kurla,558,123.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2374,Kurla,512,113.99999999999999,Super built-up  Area,Ready To Move,2,BHK,Apartment
2375,Lower Parel,679,319.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2376,Kurla,439,98.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2377,Nilje Gaon,1503,93.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2378,Dombivali,1180,68.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2379,Palava,682,35.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2380,Dombivali,1180,68.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2381,Palava,682,35.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2382,Dombivali,1098,61.0,Plot  Area,Ready To Move,2,BHK,Apartment
2383,Nilje Gaon,585,34.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2384,Dombivali,981,47.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2385,Dombivali,1503,87.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2386,Dombivali,1044,59.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2387,Dombivali,864,49.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2388,Dombivali,1098,70.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2389,Dombivali,1699,130.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2390,Dombivali,1699,125.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2391,Dombivali,881,45.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2392,Dombivali East,1098,76.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2393,Koper Khairane,1000,90.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2394,Dombivali East,648,43.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
2395,Koper Khairane,650,45.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2396,Sion,967,326.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2397,Sion,639,215.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2398,Sion,938,316.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2399,Sion,532,179.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2400,Sewri,605,250.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2401,Sewri,747,334.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2402,Sion,958,323.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2403,Sewri,781,336.0,Plot  Area,Ready To Move,2,BHK,Apartment
2404,Sion,662,223.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2405,Sewri,812,389.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2406,Sion,1194,401.99999999999994,Super built-up  Area,Ready To Move,3,BHK,Apartment
2407,Sewri,644,272.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2408,Sion,602,202.99999999999997,Built-up  Area,Ready To Move,2,BHK,Apartment
2409,Sewri,611,268.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2410,Wadala,673,181.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2411,Sion,1334,448.00000000000006,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2412,Sewri,821,392.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2413,Wadala,965,262.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2414,Sion,698,235.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2415,Dombivali East,715,27.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2416,Dombivali East,495,18.8,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2417,Dombivali,930,55.8,Super built-up  Area,Ready To Move,2,BHK,Apartment
2418,Dombivali,635,37.62,Super built-up  Area,Ready To Move,1,BHK,Apartment
2419,Dombivali,662,33.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2420,Dombivali,410,20.5,Super built-up  Area,Ready To Move,1,RK,StudioApartment
2421,Dombivali,620,24.8,Super built-up  Area,Ready To Move,1,BHK,Apartment
2422,Dombivali,400,16.0,Built-up  Area,Ready To Move,1,RK,StudioApartment
2423,Dombivali,800,31.99,Super built-up  Area,Ready To Move,2,BHK,Apartment
2424,Dombivali,480,22.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2425,Dombivali,725,33.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2426,Dombivali,515,20.6,Super built-up  Area,Ready To Move,1,BHK,Apartment
2427,Dombivali,350,14.0,Super built-up  Area,Ready To Move,1,RK,StudioApartment
2428,Dombivali,495,18.32,Built-up  Area,Ready To Move,1,BHK,Apartment
2429,Dombivli (West),510,30.6,Super built-up  Area,Ready To Move,1,BHK,Apartment
2430,Dombivali East,570,31.35,Built-up  Area,Ready To Move,1,BHK,Apartment
2431,Dombivali,415,18.5,Super built-up  Area,Ready To Move,1,RK,StudioApartment
2432,Dombivali East,515,20.6,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2433,Dombivali East,710,28.4,Super built-up  Area,Ready To Move,2,BHK,Apartment
2434,Dombivali East,545,21.8,Super built-up  Area,Ready To Move,1,BHK,Apartment
2435,Dombivali,629,31.45,Super built-up  Area,Ready To Move,1,BHK,Apartment
2436,Dombivali,830,34.86,Super built-up  Area,Ready To Move,2,BHK,Apartment
2437,Dombivali East,310,12.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2438,Dombivali East,770,28.99,Super built-up  Area,Ready To Move,2,BHK,Apartment
2439,Dombivali East,540,21.0,Built-up  Area,Ready To Move,1,BHK,Apartment
2440,Dombivali,615,27.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2441,Dombivali East,570,35.0,Built-up  Area,Ready To Move,1,BHK,Apartment
2442,Dombivali,575,22.0,Built-up  Area,Ready To Move,1,BHK,Apartment
2443,Dombivali,795,36.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2444,Dombivali East,510,21.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2445,Dombivli (West),320,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2446,Bandra East,1300,450.0,Built-up  Area,Ready To Move,3,BHK,Apartment
2447,Mira Road East,1155,110.00000000000001,Super built-up  Area,Ready To Move,2,BHK,Apartment
2448,Mira Road East,1155,107.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2449,Mira Road East,604,23.1,Super built-up  Area,Ready To Move,1,BHK,Apartment
2450,Mira Road East,1086,41.53,Super built-up  Area,Ready To Move,3,BHK,Apartment
2451,Mira Road East,851,32.56,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2452,Mira Road East,1155,105.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2453,Mira Road East,788,80.0,Built-up  Area,Ready To Move,1,BHK,Apartment
2454,Mira Road East,788,75.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2455,Naigaon East,1025,50.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2456,Virar,331,33.99,Super built-up  Area,Ready To Move,1,BHK,Apartment
2457,Virar,512,43.99,Super built-up  Area,Ready To Move,2,BHK,Apartment
2458,Santacruz East,650,130.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2459,Virar,499,56.13,Super built-up  Area,Ready To Move,2,BHK,Apartment
2460,Virar,347,38.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2461,Virar,498,56.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2462,Santacruz East,1470,290.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2463,Virar,373,40.84,Built-up  Area,Ready To Move,1,BHK,Apartment
2464,Thane West,455,85.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2465,Thakurli,600,44.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2466,Kalwa,700,78.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2467,Kalwa,1100,128.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2468,Kalwa,945,85.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2469,Kalwa,675,69.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2470,Kalwa,950,96.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2471,Malad East,690,135.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2472,Goregaon East,1287,379.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2473,Goregaon East,575,90.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2474,Goregaon East,2600,600.0,Super built-up  Area,Not Ready Yet,5,BHK,Apartment
2475,Malad East,1050,147.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2476,Malad East,600,97.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2477,Goregaon East,1100,240.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2478,Goregaon East,1000,204.99999999999997,Super built-up  Area,Ready To Move,2,BHK,Apartment
2479,Malad East,1200,245.00000000000003,Super built-up  Area,Ready To Move,3,BHK,Apartment
2480,Goregaon East,1100,240.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2481,Goregaon East,1000,204.99999999999997,Built-up  Area,Ready To Move,2,BHK,Apartment
2482,Malad East,1200,245.00000000000003,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2483,Malad East,1000,180.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2484,Malad East,1900,320.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2485,Malad East,1050,199.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2486,Malad East,1050,220.00000000000003,Super built-up  Area,Ready To Move,2,BHK,Apartment
2487,Malad East,1050,190.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2488,Malad East,2200,420.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2489,Goregaon East,1050,210.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2490,Malad East,1800,300.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2491,Malad East,1000,190.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2492,Goregaon East,1700,310.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2493,Malad East,1050,235.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2494,Malad East,2000,450.0,Super built-up  Area,Ready To Move,4,BHK,Apartment
2495,Thane West,600,55.0,Built-up  Area,Ready To Move,1,BHK,Apartment
2496,Thane West,800,110.00000000000001,Super built-up  Area,Ready To Move,2,BHK,Apartment
2497,Malad West,785,199.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2498,Malad West,787,209.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2499,Malad West,570,151.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2500,Malad West,578,156.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2501,Malad West,398,105.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2502,Taloja,577,68.75,Super built-up  Area,Ready To Move,2,BHK,Apartment
2503,Taloja,424,48.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
2504,Taloja,595,70.5,Super built-up  Area,Ready To Move,2,BHK,Apartment
2505,Taloja,602,73.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2506,Taloja,700,77.25,Super built-up  Area,Ready To Move,3,BHK,Apartment
2507,Prabhadevi,3250,1450.0,Super built-up  Area,Ready To Move,4,BHK,Apartment
2508,Worli,1250,400.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2509,Kharghar,1515,165.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2510,Kharghar,1215,125.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2511,Kharghar,1215,125.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2512,Taloja,419,29.89,Plot  Area,Ready To Move,1,BHK,Apartment
2513,Taloja,585,42.5,Super built-up  Area,Ready To Move,2,BHK,Apartment
2514,Andheri West,1600,235.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2515,Bhandup East,608,82.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2516,Kalwa,620,62.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2517,Kalwa,950,70.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2518,Kalwa,650,60.0,Plot  Area,Ready To Move,1,BHK,Apartment
2519,Borivali East,415,60.0,Built-up  Area,Ready To Move,1,RK,StudioApartment
2520,Sion,1445,140.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2521,Malad East,1290,210.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2522,Goregaon East,1566,250.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2523,Kandivali West,550,81.0,Built-up  Area,Ready To Move,1,BHK,Apartment
2524,Malad West,854,158.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2525,Malad West,1048,248.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2526,Malad West,1596,381.0,Built-up  Area,Ready To Move,3,BHK,Apartment
2527,Malad West,210,31.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
2528,Kandivali West,450,51.0,Plot  Area,Ready To Move,1,BHK,Apartment
2529,Malad West,900,145.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2530,Kandivali West,550,79.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2531,Malad West,900,200.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2532,Malad West,350,50.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2533,Malad West,220,30.5,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2534,Malad West,350,52.0,Plot  Area,Ready To Move,1,BHK,Apartment
2535,Malad West,410,51.5,Built-up  Area,Ready To Move,1,BHK,Apartment
2536,Malad West,300,57.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2537,Powai,200,31.0,Super built-up  Area,Not Ready Yet,1,RK,StudioApartment
2538,Andheri West,350,50.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2539,Kandivali West,450,74.0,Built-up  Area,Ready To Move,1,BHK,Apartment
2540,Kharghar,1600,130.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2541,Vikroli East,880,110.00000000000001,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2542,Vikroli East,570,83.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2543,Vikroli East,1120,170.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2544,Vikroli East,405,90.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2545,Vikroli East,530,78.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2546,Vikroli East,530,76.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2547,Bhandup East,608,82.0,Plot  Area,Ready To Move,1,BHK,Apartment
2548,Kalwa,620,62.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2549,Kalwa,950,70.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2550,Kalwa,650,60.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2551,Borivali East,415,60.0,Super built-up  Area,Ready To Move,1,RK,StudioApartment
2552,Sion,1445,140.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2553,Malad East,1290,210.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2554,Goregaon East,1566,250.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2555,Kandivali West,550,81.0,Carpet  Area,Ready To Move,1,BHK,Apartment
2556,Malad West,854,158.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2557,Malad West,1048,248.0,Plot  Area,Not Ready Yet,2,BHK,Apartment
2558,Malad West,1596,381.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2559,Malad West,210,31.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
2560,Kandivali West,450,51.0,Carpet  Area,Not Ready Yet,1,BHK,Apartment
2561,Malad West,900,145.0,Plot  Area,Ready To Move,2,BHK,Apartment
2562,Kandivali West,550,79.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2563,Malad West,900,200.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2564,Malad West,350,50.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2565,Malad West,220,30.5,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2566,Malad West,350,52.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2567,Malad West,410,51.5,Built-up  Area,Ready To Move,1,BHK,Apartment
2568,Malad West,300,57.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2569,Powai,200,31.0,Super built-up  Area,Ready To Move,1,RK,StudioApartment
2570,Andheri West,350,50.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2571,Kandivali West,450,74.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2572,Powai,225,35.0,Super built-up  Area,Not Ready Yet,1,RK,StudioApartment
2573,Malad West,900,200.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2574,Kandivali East,1051,192.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2575,Kandivali East,1550,243.00000000000003,Super built-up  Area,Ready To Move,3,BHK,Apartment
2576,Malad West,420,51.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2577,Vichumbe,600,33.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2578,Vichumbe,898,52.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2579,Andheri West,1225,206.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2580,Kalwa,680,65.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2581,Kalwa,1000,102.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2582,Kalwa,910,88.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2583,Kalwa,910,98.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2584,Kalwa,800,70.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2585,Kalwa,1000,95.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2586,Virar,725,42.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2587,Virar,725,41.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2588,Virar,725,40.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2589,Kalwa,850,92.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2590,Nala Sopara,550,26.1,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2591,Kalwa,675,65.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2592,Goregaon East,1995,440.00000000000006,Super built-up  Area,Ready To Move,3,BHK,Apartment
2593,Goregaon East,2800,580.0,Super built-up  Area,Ready To Move,4,BHK,Apartment
2594,Goregaon East,715,155.0,Built-up  Area,Ready To Move,1,BHK,Apartment
2595,Kalwa,1000,91.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2596,Kharghar,595,115.99999999999999,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2597,Kharghar,1271,242.0,Super built-up  Area,Ready To Move,4,BHK,Apartment
2598,Kharghar,860,163.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2599,Kharghar,635,121.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2600,Andheri East,980,220.00000000000003,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2601,Virar,586,45.03,Built-up  Area,Ready To Move,2,BHK,Apartment
2602,Virar,445,34.14,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2603,Virar,692,53.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2604,Virar,487,36.99,Super built-up  Area,Ready To Move,1,BHK,Apartment
2605,Virar,1285,89.0,Built-up  Area,Ready To Move,3,BHK,Apartment
2606,Virar,1285,87.85,Super built-up  Area,Ready To Move,3,BHK,Apartment
2607,Goregaon East,1690,395.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2608,Virar,980,58.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2609,Virar,980,57.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2610,Virar,730,42.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2611,Virar,730,41.5,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2612,Virar,730,41.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2613,Virar,980,52.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2614,Virar,980,51.5,Super built-up  Area,Ready To Move,2,BHK,Apartment
2615,Virar,715,39.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
2616,Virar,715,39.0,Built-up  Area,Ready To Move,1,BHK,Apartment
2617,Virar,715,38.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
2618,Malad East,1390,260.0,Built-up  Area,Ready To Move,3,BHK,Apartment
2619,Virar,1075,70.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2620,Virar,745,49.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2621,Virar,745,48.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
2622,Virar,1075,68.5,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2623,Virar,745,48.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2624,Malad West,600,88.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2625,Malad West,600,90.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2626,Powai,200,30.0,Super built-up  Area,Ready To Move,1,RK,StudioApartment
2627,Powai,225,33.0,Super built-up  Area,Ready To Move,1,RK,StudioApartment
2628,Malad West,410,51.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2629,Powai,225,31.0,Plot  Area,Ready To Move,1,RK,StudioApartment
2630,Kandivali West,900,145.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2631,Powai,225,34.0,Super built-up  Area,Ready To Move,1,RK,StudioApartment
2632,Malad West,225,29.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
2633,Kandivali West,395,53.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2634,Malad East,1395,225.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2635,Vichumbe,1100,70.0,Plot  Area,Ready To Move,2,BHK,Apartment
2636,Malad West,600,98.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2637,Malad West,852,155.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2638,Kandivali West,600,88.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2639,Malad West,650,92.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2640,Malad West,450,50.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2641,Kandivali West,550,90.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2642,Kandivali West,550,91.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2643,Panvel,538,52.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2644,Panvel,387,37.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
2645,Panvel,482,48.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2646,Kharodi,225,30.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2647,Kharodi,225,30.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2648,Powai,225,31.5,Super built-up  Area,Ready To Move,1,RK,StudioApartment
2649,Malad West,225,30.0,Super built-up  Area,Not Ready Yet,1,RK,StudioApartment
2650,Malad West,300,55.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2651,Malad West,650,88.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2652,Malad West,350,52.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2653,Malad West,600,92.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2654,Kandivali West,300,38.0,Built-up  Area,Ready To Move,1,BHK,Apartment
2655,Kandivali West,370,50.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2656,Malad West,200,29.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2657,Malad West,850,135.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2658,Malad West,865,138.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2659,Kandivali West,340,44.0,Super built-up  Area,Not Ready Yet,1,RK,StudioApartment
2660,Malad West,890,165.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2661,Malad West,650,92.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2662,Malad West,620,90.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2663,Malad West,250,30.0,Plot  Area,Ready To Move,1,RK,StudioApartment
2664,Malad West,400,55.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2665,Malad West,370,58.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2666,Malad West,450,70.0,Built-up  Area,Ready To Move,1,BHK,Apartment
2667,Malad West,625,89.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2668,Malad East,1480,280.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2669,Shahapur,780,25.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2670,Naigaon East,610,34.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2671,Thane West,750,92.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2672,Powai,1440,535.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2673,Powai,1440,430.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
