size,Location,Total sqft,price_sqft,price,area_type,availability
2 BHK Apartment,Dombivali,980,"5,102",50 L,Super built-up  Area,Ready To Move
1,Andheri East,275,"20,727",56.99 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Borivali West,520,"22,115",1.15 Cr,Super built-up  Area,Ready To Move
1,Kumbharkhan Pada,565,"6,194",35 L,Super built-up  Area,Ready To Move
2,Mulund West,500,"25,200",1.26 Cr,Super built-up  Area,Not Ready Yet
1,Badlapur East,650,"3,536",22.99 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Mahim,600,"3,000",18 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Karjat,410,"4,329",17.75 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Karjat,735,"4,285",31.5 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Karjat,840,"4,315",36.25 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Karjat,460,"4,619",21.25 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Karjat,435,"4,597",20 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Karjat,490,"4,591",22.5 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Karjat,530,"4,622",24.5 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Karjat,780,"4,294",33.5 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Khopoli,428,"7,845",33.49 L,Built-up  Area,Ready To Move
1 BHK Apartment,Khopoli,237,"8,474",19.99 L,Super built-up  Area,Not Ready Yet
3 BHK Villa,Palghar,1450,"4,827",69.99 L,Super built-up  Area,Not Ready Yet
1,Borivali West,515,"24,271",1.25 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Ghatkopar West,540,"21,296",1.15 Cr,Super built-up  Area,Ready To Move
1,Khadawali,250,"1,520",3.8 L,Super built-up  Area,Ready To Move
1,Mulund East,264,"7,575",20 L,Super built-up  Area,Ready To Move
1,Dombivali East,380,"3,947",15 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Thane West,750,"11,733",88 L,Super built-up  Area,Ready To Move
2,Kalamboli,900,"8,333",75 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Karanjade,600,"7,000",42 L,Built-up  Area,Ready To Move
2 BHK Apartment,Kanjurmarg,676,"22,189",1.5 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Anjurdive,830,"9,638",80 L,Super built-up  Area,Not Ready Yet
R,Thane West,2088,525,10.96 L,Super built-up  Area,Ready To Move
R,Shahapur,2088,525,10.96 L,Super built-up  Area,Not Ready Yet
3 BHK Apartment,Navade,1505,"3,521",53 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Airoli,660,"10,757",71 L,Super built-up  Area,Not Ready Yet
1,Karanjade,600,"5,833",35 L,Built-up  Area,Ready To Move
1 BHK Apartment,Ghatkopar West,540,"18,518",1 Cr,Super built-up  Area,Ready To Move
1,matunga east,350,"20,571",72 L,Super built-up  Area,Not Ready Yet
2,Vichumbe,960,"6,458",62 L,Super built-up  Area,Not Ready Yet
1,Andheri East,650,"19,230",1.25 Cr,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Goregaon West,450,"22,222",1 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Nala Sopara,690,"5,072",35 L,Super built-up  Area,Ready To Move
1,Bhangarwadi,674,"4,154",28 L,Built-up  Area,Ready To Move
2 BHK Apartment,Dahisar,425,"5,068",21.54 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Bandra West,790,"47,468",3.75 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Ulwe,550,"7,272",40 L,Plot  Area,Ready To Move
2,Borivali West,1151,"13,814",1.59 Cr,Super built-up  Area,Not Ready Yet
1,Karanjade,660,"6,363",42 L,Super built-up  Area,Ready To Move
1,Dombivali East,385,"3,870",14.9 L,Super built-up  Area,Not Ready Yet
2,Mira Road East,800,"8,750",70 L,Super built-up  Area,Ready To Move
1,Mandvi,270,"20,370",55 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,850,"5,647",48 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Dombivali,950,"9,473",90 L,Super built-up  Area,Ready To Move
2,Kalyan West,830,"6,867",57 L,Super built-up  Area,Ready To Move
1,Virar West,540,"5,925",32 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Kamathipura,890,"28,089",2.5 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Karjat,500,"3,600",18 L,Super built-up  Area,Ready To Move
1,Neral,470,"5,531",26 L,Built-up  Area,Ready To Move
1,Neral,410,"4,512",18.5 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Mulund West,1000,"18,500",1.85 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Thane West,1050,"16,666",1.75 Cr,Super built-up  Area,Not Ready Yet
2,Malad West,1050,"22,761",2.39 Cr,Built-up  Area,Ready To Move
1,Malad West,580,"16,034",93 L,Built-up  Area,Ready To Move
1,Borivali West,560,"14,642",82 L,Super built-up  Area,Ready To Move
1,Goregaon West,570,"18,421",1.05 Cr,Built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,575,"9,043",52 L,Super built-up  Area,Ready To Move
1,Nalasopara West,350,"6,857",24 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Mira Road East,740,"10,270",76 L,Built-up  Area,Ready To Move
3 BHK Apartment,Mira Road East,1565,"10,543",1.65 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Malad West,1080,"17,592",1.9 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Santacruz East,1500,"26,666",4 Cr,Super built-up  Area,Ready To Move
3,Panvel,1355,"9,594",1.3 Cr,Super built-up  Area,Ready To Move
5 BHK Independent Floor,Andheri West,1601,"1,249",20 L,Carpet  Area,Not Ready Yet
1 BHK Apartment,Andheri West,651,"3,072",20 L,Super built-up  Area,Ready To Move
5 BHK Independent Floor,Andheri West,1601,"1,249",20 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Andheri West,651,"3,072",20 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Bhayandar West,960,"11,979",1.15 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Goregaon East,666,"29,012",1.93 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Panvel,261,"17,499",45.49 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Kamothe,1093,"7,136",78 L,Built-up  Area,Ready To Move
1,Thane West,600,"12,833",77 L,Super built-up  Area,Ready To Move
1,Powai,355,"21,126",75 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Thane West,600,"9,166",55 L,Super built-up  Area,Ready To Move
1,Boisar,650,"3,153",20.5 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Santacruz East,854,"18,149",1.55 Cr,Super built-up  Area,Not Ready Yet
1,Dombivali East,550,"6,363",35 L,Super built-up  Area,Ready To Move
2,Kalyan West,830,"6,626",55 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Kalyan West,830,"6,821",56.61 L,Super built-up  Area,Ready To Move
2,Kalwa,575,"11,478",66 L,Super built-up  Area,Ready To Move
1,Dharamveer Nagar,380,"13,157",50 L,Super built-up  Area,Ready To Move
2,Nerul,1098,"14,116",1.55 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Khopoli,294,"7,670",22.54 L,Built-up  Area,Ready To Move
2 BHK Apartment,Khopoli,436,"7,701",33.49 L,Super built-up  Area,Ready To Move
1,Kalwa,450,"7,333",33 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Dadar East,950,"35,789",3.4 Cr,Built-up  Area,Not Ready Yet
4 BHK Apartment,Andheri West,3000,"15,000",4.5 Cr,Built-up  Area,Ready To Move
1 BHK Apartment,Bhayandar East,500,"8,400",42 L,Super built-up  Area,Ready To Move
1,Diva Gaon,590,"6,101",36 L,Plot  Area,Ready To Move
4 BHK Apartment,Kanjurmarg,1100,"16,818",1.85 Cr,Super built-up  Area,Ready To Move
1,Parel,250,"39,200",98 L,Super built-up  Area,Ready To Move
1,Chembur,500,"21,000",1.05 Cr,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Chembur,410,"26,829",1.1 Cr,Built-up  Area,Ready To Move
1 BHK Apartment,Sanpada,655,"5,801",38 L,Super built-up  Area,Ready To Move
1,Ulwe,505,"6,237",31.5 L,Super built-up  Area,Ready To Move
1,Karanjade,651,"5,837",38 L,Super built-up  Area,Ready To Move
1,Vasai West,554,"7,761",43 L,Plot  Area,Ready To Move
1,Khopoli,615,"3,414",21 L,Built-up  Area,Ready To Move
2 BHK Apartment,Jogeshwari East,650,"29,538",1.92 Cr,Built-up  Area,Not Ready Yet
2 BHK Apartment,Kamothe,1150,"7,652",88 L,Super built-up  Area,Not Ready Yet
2,Kalyan West,1100,"5,454",60 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Santacruz East,602,"31,142",1.87 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Santacruz East,579,"31,141",1.79 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Kalwa,575,"10,782",62 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Thane West,550,"6,545",36 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Mulund West,501,"16,167",81 L,Super built-up  Area,Ready To Move
1,Girgaon,570,"19,298",1.1 Cr,Super built-up  Area,Ready To Move
2,Sion,811,"18,249",1.48 Cr,Built-up  Area,Ready To Move
1,Nerul,590,"15,254",90 L,Super built-up  Area,Not Ready Yet
2,Kandivali West,650,"21,538",1.4 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Kalyan West,477,"8,071",38.49 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Kalyan West,477,"8,071",38.49 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Kalyan West,384,"9,505",36.49 L,Built-up  Area,Ready To Move
1 BHK Apartment,Kalyan West,477,"8,071",38.49 L,Built-up  Area,Ready To Move
1 BHK Apartment,Kalyan West,384,"9,505",36.49 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Kalyan West,384,"9,505",36.49 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Kalyan West,384,"9,505",36.49 L,Super built-up  Area,Not Ready Yet
R,Belondakhar,1089,367,4 L,Built-up  Area,Ready To Move
1,Goregaon East,450,"21,111",95 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Goregaon West,600,"15,833",95 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Dombivali,515,"6,504",33.5 L,Super built-up  Area,Ready To Move
1,Belapur,700,"10,714",75 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Dombivali,671,"6,408",43 L,Super built-up  Area,Not Ready Yet
1 RK Studio Apartment,Koper Khairane,338,"12,869",43.5 L,Super built-up  Area,Ready To Move
2,Mira Road East,800,"13,750",1.1 Cr,Super built-up  Area,Ready To Move
1,Kharghar,600,"5,000",30 L,Built-up  Area,Ready To Move
2,Kharghar,1100,"6,818",75 L,Super built-up  Area,Ready To Move
1,Kharghar,635,"3,700",23.49 L,Plot  Area,Ready To Move
1 BHK Apartment,Andheri East,443,"29,345",1.29 Cr,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Andheri East,446,"29,372",1.3 Cr,Super built-up  Area,Ready To Move
1,Bhiwandi,600,"4,333",26 L,Super built-up  Area,Not Ready Yet
1,Dombivli (West),525,"5,714",30 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Mira Road East,1230,"10,975",1.35 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Dronagiri,444,"8,671",38.5 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Dronagiri,561,"8,823",49.5 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Dronagiri,624,"8,814",55 L,Super built-up  Area,Ready To Move
R,Boisar,3267,550,18 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Umroli,670,"2,500",16.75 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Umroli,500,"2,500",12.5 L,Built-up  Area,Ready To Move
1 BHK Apartment,Umroli,600,"2,500",15 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Umroli,650,"2,500",16.25 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Umroli,930,"2,500",23.25 L,Super built-up  Area,Ready To Move
1,Dombivali East,560,"3,571",19.99 L,Super built-up  Area,Not Ready Yet
1 RK Studio Apartment,Mira Road East,400,"8,000",32 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,460,"8,543",39.3 L,Built-up  Area,Ready To Move
1 BHK Apartment,Virar,424,"8,702",36.9 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,513,"8,538",43.8 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Virar,566,"9,005",50.97 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Kalyan East,483,"9,128",43.99 L,Super built-up  Area,Ready To Move
1,Taloje,640,"4,400",28.16 L,Super built-up  Area,Ready To Move
1,Ulwe,635,"5,826",37 L,Super built-up  Area,Ready To Move
R,Karjat,5850,"1,025",60 L,Super built-up  Area,Ready To Move
R,Ulwe,1000,150,1.5 L,Super built-up  Area,Ready To Move
1 RK Studio Apartment,Thane West,270,"7,555",20.39 L,Super built-up  Area,Ready To Move
1,Bhiwandi,525,"4,190",22 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Shahapur,437,"5,902",25.79 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Shahapur,482,"5,898",28.43 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Vasai,525,"4,000",21 L,Built-up  Area,Ready To Move
1 RK Studio Apartment,Vasai,405,"4,197",17 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Taloja,375,"6,533",24.5 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Taloja,595,"6,554",39 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Vangani,470,"4,255",20 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Vangani,553,"4,204",23.25 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Dundare,485,"3,908",18.95 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Panvel,610,"4,000",24.4 L,Built-up  Area,Ready To Move
1,Pale Bk.,535,"4,953",26.5 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Rasayani,313,"8,805",27.56 L,Built-up  Area,Ready To Move
1 BHK Apartment,Rasayani,313,"8,805",27.56 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Rasayani,298,"9,060",27 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Rasayani,298,"9,060",27 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Rasayani,313,"8,805",27.56 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Rasayani,313,"8,805",27.56 L,Built-up  Area,Ready To Move
1 BHK Apartment,Rasayani,298,"9,060",27 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Rasayani,298,"9,060",27 L,Super built-up  Area,Ready To Move
1,Thakurli,685,"7,007",48 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Bhayandar East,395,"14,177",55.99 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Bhandup West,486,"12,345",60 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Bandra West,530,"34,905",1.85 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Panvel,850,"4,094",34.8 L,Super built-up  Area,Ready To Move
R,Uttan,4000,"1,975",79 L,Built-up  Area,Ready To Move
2 BHK Apartment,Thane West,1050,"9,047",95 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Karjat,456,"4,822",21.99 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Panvel,600,"4,166",25 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Seawoods,1250,"7,120",89 L,Built-up  Area,Ready To Move
1 BHK Apartment,Andheri West,800,"6,875",55 L,Super built-up  Area,Not Ready Yet
4,Andheri West,2700,"92,592",25 Cr,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Palghar,475,"3,684",17.5 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Dombivali,590,"5,000",29.5 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Mira Road East,1021,"10,871",1.11 Cr,Super built-up  Area,Ready To Move
1,Kharghar,620,"3,870",23.99 L,Super built-up  Area,Ready To Move
1,Kharghar,640,"3,906",25 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Thane West,453,"16,335",74 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Thane West,668,"15,419",1.03 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Malad West,706,"21,246",1.49 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Malad West,649,"20,030",1.29 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Dombivali,600,"3,500",21 L,Built-up  Area,Ready To Move
1 BHK Apartment,Vasai,610,"4,811",29.35 L,Built-up  Area,Ready To Move
1 BHK Apartment,Vasai,655,"4,793",31.4 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Vasai,635,"4,803",30.5 L,Built-up  Area,Ready To Move
2 BHK Apartment,Vasai,830,"4,819",40 L,Super built-up  Area,Ready To Move
2,Vikhroli West,460,"14,130",65 L,Super built-up  Area,Not Ready Yet
2,Kalyan West,825,"5,939",49 L,Built-up  Area,Ready To Move
1 BHK Apartment,Kalyan West,685,"6,569",45 L,Super built-up  Area,Ready To Move
2 BHK Independent Floor,Ambernath East,900,"5,555",50 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Kandivali East,870,"16,666",1.45 Cr,Super built-up  Area,Ready To Move
1,Vasai West,410,"6,829",28 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Karjat,528,"4,581",24.19 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Karjat,528,"4,581",24.19 L,Built-up  Area,Ready To Move
1 BHK Apartment,Karjat,276,"5,072",14 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Karjat,276,"5,072",14 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Karjat,528,"4,581",24.19 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Karjat,528,"4,581",24.19 L,Plot  Area,Ready To Move
1 BHK Apartment,Karjat,276,"5,072",14 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Karjat,276,"5,072",14 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Dombivali,600,"3,500",21 L,Super built-up  Area,Ready To Move
1 RK Studio Apartment,Dombivali,390,"3,846",15 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Palghar,520,"3,307",17.2 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Palghar,555,"3,297",18.3 L,Super built-up  Area,Not Ready Yet
1 RK Studio Apartment,Palghar,360,"3,388",12.2 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Palghar,850,"3,235",27.5 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Chembur,582,"16,323",95 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Sewri,500,"26,000",1.3 Cr,Super built-up  Area,Ready To Move
1,Ghatkopar East,430,"18,139",78 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Andheri East,1200,"17,500",2.1 Cr,Plot  Area,Ready To Move
1 BHK Apartment,Bhandup West,550,"14,909",82 L,Super built-up  Area,Ready To Move
1,Hendre Pada,650,"3,230",21 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Chembur,1150,"13,913",1.6 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Chembur,1100,"14,545",1.6 Cr,Super built-up  Area,Ready To Move
2,Thane West,975,"14,871",1.45 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Chembur,1050,"16,952",1.78 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Dombivali,575,"5,300",30.47 L,Super built-up  Area,Ready To Move
1,Dombivali East,485,"5,300",25.7 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Mira Road East,1070,"8,224",88 L,Super built-up  Area,Not Ready Yet
2,Malad West,880,"16,477",1.45 Cr,Super built-up  Area,Not Ready Yet
1,Bhayandar East,428,"10,514",45 L,Super built-up  Area,Ready To Move
2,Mira Road East,830,"11,686",97 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Ambernath East,900,"6,000",54 L,Super built-up  Area,Not Ready Yet
2,Kanjurmarg East,890,"14,606",1.3 Cr,Super built-up  Area,Ready To Move
1,Neral,860,"4,244",36.5 L,Super built-up  Area,Ready To Move
1,Dombivali East,450,"7,111",32 L,Built-up  Area,Ready To Move
3 BHK Apartment,Thane West,1070,"10,046",1.07 Cr,Built-up  Area,Ready To Move
1,Belapur,525,"5,904",31 L,Built-up  Area,Not Ready Yet
1 BHK Apartment,Dahisar,585,"9,572",56 L,Super built-up  Area,Ready To Move
1,Kurla West,220,"18,181",40 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Kalyan West,630,"6,349",40 L,Built-up  Area,Ready To Move
1,Vevoor,540,"3,888",21 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Seawoods,670,"14,776",99 L,Super built-up  Area,Ready To Move
2,Dombivali East,819,"11,599",95 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Palghar,475,"3,157",15 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Dombivali,560,"6,250",35 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Dombivali,750,"5,333",40 L,Super built-up  Area,Ready To Move
1,Nalasopara East,237,"10,970",26 L,Super built-up  Area,Ready To Move
1 RK Studio Apartment,Dombivali,340,"5,735",19.5 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Mira Road East,620,"8,387",52 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Thane West,1200,"14,166",1.7 Cr,Super built-up  Area,Ready To Move
1,Thane West,502,"11,852",59.5 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Dombivali,650,"6,923",45 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Mira Road East,1520,"11,513",1.75 Cr,Super built-up  Area,Ready To Move
1,Malad West,310,"20,000",62 L,Built-up  Area,Ready To Move
1,Malad West,320,"18,750",60 L,Built-up  Area,Ready To Move
1 BHK Apartment,Ghatkopar West,350,"16,714",58.5 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Nala Sopara,580,"5,862",34 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Nala Sopara,550,"6,181",34 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Ghatkopar East,581,"19,965",1.16 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Borivali East,540,"19,444",1.05 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Kandivali East,560,"17,321",97 L,Built-up  Area,Ready To Move
1,Kharghar,600,"5,000",30 L,Built-up  Area,Ready To Move
4,Ville Parle East,2300,"35,869",8.25 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Thane West,890,"10,674",95 L,Super built-up  Area,Not Ready Yet
3,Mumbai Central,2400,"25,000",6 Cr,Built-up  Area,Not Ready Yet
1,Shelu,520,"2,500",13 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Palava,1269,"6,698",85 L,Super built-up  Area,Ready To Move
1,Byculla,275,"21,818",60 L,Super built-up  Area,Ready To Move
1,New Balaji Nagar,565,"3,362",19 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Kalyan West,730,"7,123",52 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,680,"3,898",26.51 L,Built-up  Area,Ready To Move
4 BHK Apartment,Dahisar,1452,"21,418",3.11 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Dahisar,726,"21,349",1.55 Cr,Super built-up  Area,Ready To Move
4,Dahisar East,1974,"25,329",5 Cr,Super built-up  Area,Ready To Move
